ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
180050000,447400,36599490,2601,JEFFERSON PARK CIR,,PT LOT 30 JEFFERSON PARK,0
180047000,535100,36599491,2523,BRUNSWICK RD,,LOT 29-A JEFFERSON PARK,0
180046000,461500,36599492,2521,BRUNSWICK RD,,LOT 29 JEFFERSON PARK,0
180045000,907400,36599493,2515,BRUNSWICK RD,,LOT 28 JEFFERSON PARK,0
180044000,489400,36599494,2511,BRUNSWICK RD,,LOT 27 JEFFERSON PARK,0
190029000,722000,36599495,2672,JEFFERSON PARK CIR,,LOT 71 & PT 70 & 72 JEFF PARK,0
190028000,382800,36599496,2608,JEFFERSON PARK CIR,,PT LOT 70 JEFFERSON PARK,0
190027000,525400,36599497,2610,JEFFERSON PARK CIR,,LOT 69 JEFFERSON PARK,0
190026000,646300,36599498,2616,JEFFERSON PARK CIR,,LOT 68 JEFFERSON PARK,0
190025000,406600,36599499,2618,JEFFERSON PARK CIR,,LOT 67 JEFFERSON PARK,0
190024100,426200,36599500,2622,JEFFERSON PARK CIR,,LOT 66B JEFFERSON PARK,0
190023000,486100,36599501,2628,JEFFERSON PARK CIR,,LOTS 65 & 66A JEFFERSON PK,0
190022000,552900,36599502,2634,JEFFERSON PARK CIR,,LOT 65A JEFFERSON PARK,0
190021000,546600,36599503,2636,JEFFERSON PARK CIR,,LOT 64 JEFFERSON PARK,0
190020000,577200,36599504,2638,JEFFERSON PARK CIR,,LOT A FRY SPRINGS,0
190019000,418900,36599505,2642,JEFFERSON PARK CIR,,LOT B FRY SPRINGS,0
190018000,754800,36599506,2644,JEFFERSON PARK CIR,,PT LOT C FRY SPRINGS,0
190017000,578700,36599507,2652,JEFFERSON PARK CIR,,LOT JEFFERSON PARK,0
190031000,1146500,36599508,2662,JEFFERSON PARK CIR,,"LOTS 74,75 & PT 76 JEFF PARK",0
190030000,839100,36599509,2666,JEFFERSON PARK CIR,,PT LOTS 72 & 73 JEFFERSON PK,0
190032100,75400,36599510,0,JEFFERSON PARK CIR,,LOT 2 FRY SPRINGS PARK,0
190032000,75400,36599511,0,JEFFERSON PARK CIR,,LOT 1 FRY SPRINGS PARK,0
190032400,404600,36599512,122,PARK RD,,LOT 3 FRY SPRINGS PARK,0
190032300,354400,36599513,120,PARK RD,,LOT 4 FRY SPRINGS PARK,0
190016300,351200,36599514,2657,JEFFERSON PARK CIR,,LOT H JEFFERSON PARK,0
190016200,256900,36599515,2653,JEFFERSON PARK CIR,,LOT G JEFFERSON PARK,0
190001000,550300,36599516,2627,JEFFERSON PARK CIR,,LOT 38 JEFFERSON PARK,0
180060000,607900,36599517,2625,JEFFERSON PARK CIR,,LOT 37 JEFFERSON PARK,0
190004000,553600,36599518,2637,JEFFERSON PARK CIR,,LOT 44A JEFFERSON PARK,0
190005000,545600,36599519,2639,JEFFERSON PARK CIR,,LOT 44 JEFFERSON PARK,0
190006000,474200,36599520,2705,ETON RD,,LOT A ETON CIRCLE,0
190007000,348300,36599521,2707,ETON RD,,LOT B ETON CIRCLE,0
190008000,403000,36599522,2709,ETON RD,,LOT C ETON CIRCLE,0
190009000,428500,36599523,2711,ETON RD,,LOT D & PT 41 ETON CIRCLE,0
190010000,585800,36599524,2712,ETON RD,,LOT B ETON CIRCLE,0
190011000,491100,36599525,2710,ETON RD,,LOT A ETON CIRCLE,0
190012000,387200,36599526,2708,ETON RD,,LOT A ETON CIRCLE,0
190013000,392800,36599527,2706,ETON RD,,LOT B ETON CIRCLE,0
190014000,466000,36599528,2704,ETON RD,,LOT C ETON CIRCLE,0
190015000,450800,36599529,2702,ETON RD,,LOT D ETON CIRCLE,0
190016000,505600,36599530,2645,JEFFERSON PARK CIR,,PT LOT 46 JEFFERSON PARK,0
190016100,297300,36599531,2649,JEFFERSON PARK CIR,,LOT F JEFFERSON PARK,0
190034100,329100,36599532,2700,MCELROY DR,,LOT 1 BK B JEFFERSON WOODS,0
190034500,330300,36599533,2704,MCELROY DR,,LOT 5 BK B JEFFERSON WOODS,0
190034400,301700,36599534,100,MARION CT,,LOT 4 BK B JEFFERSON WOODS,0
190034300,322800,36599535,102,MARION CT,,LOT 3 BK B JEFFERSON WOODS,0
190034200,301700,36599536,104,MARION CT,,LOT 2 BK B JEFFERSON WOODS,0
190034600,323500,36599537,2706,MCELROY DR,,LOT 6 BK B JEFFERSON WOODS,0
190034700,343400,36599538,2708,MCELROY DR,A&B,LOT 7 BK B JEFFERSON WOODS,0
190034800,294900,36599539,2710,MCELROY DR,,LOT 8 BK B JEFFERSON WOODS,0
190034900,328400,36599540,2712,MCELROY DR,,LOT 9 BK B JEFFERSON WOODS,0
190034101,302500,36599541,2714,MCELROY DR,,LOT 10 BK B JEFFERSON WOODS,0
190035100,348100,36599542,2701,MCELROY DR,,LOT 1 BK A JEFFERSON WOODS,0
190035200,320400,36599543,2705,MCELROY DR,,LOT 2 BK A JEFFERSON WOODS,0
190035300,319400,36599544,2709,MCELROY DR,,LOT 3 BK A JEFFERSON WOODS,0
190035400,327000,36599545,2711,MCELROY DR,,LOT 4 BK A JEFFERSON WOODS,0
190035500,316200,36599546,2713,MCELROY DR,,LOT 5 BK A JEFFERSON WOODS,0
190035600,318500,36599547,2715,MCELROY DR,,LOT 6 BK A JEFFERSON WOODS,0
190035700,318400,36599548,2717,MCELROY DR,,LOT 7 BK A JEFFERSON WOODS,0
190035800,301700,36599549,2719,MCELROY DR,,LOT 8 BK A JEFFERSON WOODS,0
190035900,461000,36599550,100,TROOST CT,,LOT 9 BK A JEFFERSON WOODS,0
190035101,360400,36599551,102,TROOST CT,,LOT 10 BK A JEFFERSON WOODS,0
190035110,333700,36599552,104,TROOST CT,,LOT 11 BK A JEFFERSON WOODS,0
190035240,314400,36599553,2745,MCELROY DR,,LOT 24&ST&PAR X BK A JEFFERSON,0
190035250,43500,36599554,2747,MCELROY DR,,LOT 25 BK A JEFFERSON WOODS,0
190010100,29700,36599555,0,OFF ETON RD,,LOT & PAR X,0
190034110,378700,36599556,2716,MCELROY DR,,LOT 11 BK B JEFFERSON WOODS,0
190034120,300400,36599557,2718,MCELROY DR,,LOT 12 BK B JEFFERSON WOODS,0
190034130,344600,36599558,2720,MCELROY DR,,LOT 13 BK B JEFFERSON WOODS,0
190034140,310400,36599559,2722,MCELROY DR,,LOT 14 BK B JEFFERSON WOODS,0
190034150,320800,36599560,2724,MCELROY DR,,LOT 15 BK B JEFFERSON WOODS,0
190034160,323700,36599561,2726,MCELROY DR,,LOT 16 BK B JEFFERSON WOODS,0
190034170,340100,36599562,2728,MCELROY DR,,LOT 17&PAR X JEFFERSON WOODS,0
190034180,283800,36599563,2730,MCELROY DR,,LOT 18 BK B JEFFERSON WOODS,0
190035130,324300,36599564,108,TROOST CT,,LOT 13 BK A JEFFERSON WOODS,0
190035120,345800,36599565,106,TROOST CT,,LOT 12 BK A JEFFERSON WOODS,0
190035140,336200,36599566,2725,MCELROY DR,,LOT 14 BK A JEFFERSON WOODS,0
190035230,311400,36599567,2743,MCELROY DR,,LOT 23 BK A JEFFERSON WOODS,0
190035260,288100,36599568,2749,MCELROY DR,,LOT 26 BK A JEFFERSON WOODS,0
190035270,233300,36599569,2751,MCELROY DR,,LOT 27 BK A JEFFERSON WOODS,0
190035280,286600,36599570,2748,MCELROY DR,,LOT 7 BK C JEFFERSON WOODS,0
190035220,337000,36599571,2741,MCELROY DR,,LOT 22 BK A JEFFERSON WOODS,0
190034201,315400,36599572,229,OLD LYNCHBURG RD,,LOT 20 BK B JEFFERSON WOODS,0
190034210,321900,36599573,227,OLD LYNCHBURG RD,,LOT 21 BK B JEFFERSON WOODS,0
190034220,315600,36599574,225,OLD LYNCHBURG RD,,LOT 22 BK B JEFFERSON WOODS,0
190034230,308000,36599575,223,OLD LYNCHBURG RD,,LOT 23 BK B JEFFERSON WOODS,0
190034240,324200,36599576,221,OLD LYNCHBURG RD,,LOT 24 BK B JEFFERSON WOODS,0
190034250,311500,36599577,219,OLD LYNCHBURG RD,,LOT 25 BK B JEFFERSON WOODS,0
190034260,228300,36599578,217,OLD LYNCHBURG RD,,LOT 26 BK B JEFFERSON WOODS,0
190034270,314800,36599579,215,OLD LYNCHBURG RD,,LOT 27 BK B JEFFERSON WOODS,0
190034280,311700,36599580,213,OLD LYNCHBURG RD,,LOT 28 BK B JEFFERSON WOODS,0
190034290,315600,36599581,211,OLD LYNCHBURG RD,,LOT 29 BK B JEFFERSON WOODS,0
190034301,286800,36599582,209,OLD LYNCHBURG RD,,LOT 30 BK B JEFFERSON WOODS,0
190034310,311000,36599583,207,OLD LYNCHBURG RD,,LOT 31 BK B JEFFERSON WOODS,0
190034320,335200,36599584,205,OLD LYNCHBURG RD,,LOT 32 BK B JEFFERSON WOODS,0
190036100,226600,36599585,240,OLD LYNCHBURG RD,,LOTS 61 & 62 BK 1 MONTE VISTA,0
190036000,219300,36599586,238,OLD LYNCHBURG RD,,LOTS 59 & 60 BK 1 MONTE VISTA,0
190044100,273400,36599587,236,OLD LYNCHBURG RD,,LOT B BK 1 MONTE VISTA,0
190045A00,415000,36599588,234,OLD LYNCHBURG RD,,"LOTS 55,56 BK 1 MONTE VI",0
190046100,273400,36599589,232,OLD LYNCHBURG RD,A&B,LOTS 53 & 54 BK 1 MONTE VISTA,0
190047000,262800,36599590,230,OLD LYNCHBURG RD,,LOTS 51 & 52 BK 1 MONTE VISTA,0
190050000,275700,36599591,228,OLD LYNCHBURG RD,,LOTS 49 & 50 BK 1 MONTE VISTA,0
190036200,266200,36599592,242,OLD LYNCHBURG RD,,LOTS 63 & 64 BK 1 MONTE VISTA,0
190036300,266300,36599593,244,OLD LYNCHBURG RD,,LOTS 65 & 66 BK 1 MONTE VISTA,0
190036400,266300,36599594,246,OLD LYNCHBURG RD,,LOTS 67 & 68 BK 1 MONTE VISTA,0
190036500,241500,36599595,248,OLD LYNCHBURG RD,,LOTS 69 & 70 BK 1 MONTE VISTA,0
190036600,245700,36599596,250,OLD LYNCHBURG RD,,LOT B BK 1 MONTE VISTA,0
190036700,305700,36599597,252,OLD LYNCHBURG RD,,LOT A BK 1 MONTE VISTA,0
190037900,268100,36599598,301,MOBILE LN,,LOT 36 MONROE PARK,0
190037800,329500,36599599,303,MOBILE LN,,LOT 35 MONROE PARK,0
190037700,284400,36599600,305,MOBILE LN,,LOT 34 MONROE PARK,0
190037600,271400,36599601,7,MOBILE LN,,LOT 33 MONROE PARK,0
190037500,320000,36599602,9,MOBILE LN,,LOT 32 MONROE PARK,0
190037400,277600,36599603,253,MONTE VISTA AVE,,LOT 31A MONROE PARK,0
190037300,324100,36599604,249,MONTE VISTA AVE,,LOT 30A MONROE PARK,0
190037200,298100,36599605,247,MONTE VISTA AVE,,LOT 29A MONROE PARK,0
190037100,319300,36599606,245,MONTE VISTA AVE,,LOT 28A MONROE PARK,0
190037000,249500,36599607,243,MONTE VISTA AVE,,LOTS 1 & 2 BK 1 MONTE VISTA,0
190038000,331900,36599608,241,MONTE VISTA AVE,,LOTS 3 & 4 BK 1 MONTE VISTA,0
190039000,318400,36599609,239,MONTE VISTA AVE,,LOTS 5 & 6 BK 1 MONTE VISTA,0
190040000,81900,36599610,0,MONTE VISTA AVE,,LOTS 7 & 8 BK 1 MONTE VISTA,0
190041000,314000,36599611,235,MONTE VISTA AVE,,LOTS 9 & 10 BK 1 MONTE VISTA,0
190042000,357400,36599612,233,MONTE VISTA AVE,,LOTS 11 & 12 BK 1 MONTE VISTA,0
190035160,262600,36599613,2729,MCELROY DR,,LOT 16 BK A JEFFERSON WOODS,0
190035170,365300,36599614,2731,MCELROY DR,,LOT 17 BK A JEFFERSON WOODS,0
190035180,351500,36599615,2733,MCELROY DR,,LOT 18 BK A JEFFERSON WOODS,0
190035190,317200,36599616,2735,MCELROY DR,,LOT 19 BK A JEFFERSON WOODS,0
190035201,287300,36599617,2737,MCELROY DR,,LOT 20 BK A JEFFERSON WOODS,0
190035210,351200,36599618,2739,MCELROY DR,,LOT 21 BK A JEFFERSON WOODS,0
190035290,343400,36599619,2746,MCELROY DR,,LOT 6 BK C JEFFERSON WOODS,0
190035301,336500,36599620,2744,MCELROY DR,,LOT 5 BK C JEFFERSON WOODS,0
190035310,287800,36599621,2742,MCELROY DR,,LOT 4 BK C JEFFERSON WOODS,0
190035320,267100,36599622,2740,MCELROY DR,,LOT 3 BK C JEFFERSON WOODS,0
190035330,314300,36599623,2738,MCELROY DR,,LOT 2 BK C JEFFERSON WOODS,0
190035340,328800,36599624,2736,MCELROY DR,,LOT 1 BK C JEFFERSON WOODS,0
190035370,313800,36599625,2734,MCELROY DR,,LOT C BK C JEFFERSON WOODS,0
190035350,368000,36599626,303,OLD LYNCHBURG RD,,LOT A-1 BK C JEFFERSON WOODS,0
190034190,292900,36599627,2732,MCELROY DR,,LOT 19 BK B JEFFERSON WOODS,0
190035380,15800,36599628,2512,OLD LYNCHBURG RD,,0.14 ACRES,0
190037201,301300,36599629,420,MOBILE LN,,LOTS 10 & 11 MONROE PARK,0
190037190,255800,36599630,418,MOBILE LN,,LOT 9 MONROE PARK,0
190037180,295200,36599631,416,MOBILE LN,,LOT 8 MONROE PARK,0
190037170,252300,36599632,414,MOBILE LN,,LOT 7 MONROE PARK,0
190037160,249800,36599633,412,MOBILE LN,,LOT 6 MONROE PARK,0
190037150,225100,36599634,408,MOBILE LN,,LOT 5 MONROE PARK,0
190037140,235900,36599635,18,MOBILE LN,,LOT 4 MONROE PARK,0
190037220,277700,36599636,424,MOBILE LN,,LOT 12 MONROE PARK,0
190037230,317800,36599637,426,MOBILE LN,,LOT 13 MONROE PARK,0
190037240,300600,36599638,427,MOBILE LN,,LOT 14 MONROE PARK,0
190037250,269900,36599639,425,MOBILE LN,,LOT 15 MONROE PARK,0
190037260,274200,36599640,423,MOBILE LN,,LOT 16 MONROE PARK,0
190037270,333100,36599641,421,MOBILE LN,,LOT 17 MONROE PARK,0
190037280,261900,36599642,419,MOBILE LN,,LOT 18 MONROE PARK,0
190037290,266400,36599643,417,MOBILE LN,,LOT 19 MONROE PARK,0
190037301,281500,36599644,415,MOBILE LN,,LOT 20 MONROE PARK,0
190037310,266900,36599645,413,MOBILE LN,,LOT 21 MONROE PARK,0
190037320,230000,36599646,411,MOBILE LN,,LOT 22 MONROE PARK,0
190037330,256600,36599647,19,MOBILE LN,,LOT 23 MONROE PARK,0
190037340,263500,36599648,17,MOBILE LN,,LOT 24 MONROE PARK,0
190037350,279900,36599649,15,MOBILE LN,,LOT 25 MONROE PARK,0
190037120,220900,36599650,14,MOBILE LN,,LOT 2 MONROE PARK,0
190037130,276700,36599651,16,MOBILE LN,,LOT 3 MONROE PARK,0
190037360,330800,36599652,13,MOBILE LN,,LOT 26 MONROE PARK,0
190037101,321700,36599653,304,MOBILE LN,,LOT 1A MONROE PARK,0
190037110,354000,36599654,300,MOBILE LN,,LOT & PAR X 1B MONROE PARK,0
190037370,281300,36599655,11,MOBILE LN,,LOT 27 MONROE PARK,0
190079000,270400,36599656,301,MONTE VISTA AVE,,LOT 20 MONTE VISTA EXT,0
190078000,326300,36599657,303,MONTE VISTA AVE,,LOT 19 & PARCEL X MONTE VISTA,0
190063000,332700,36599658,308,MONTE VISTA AVE,,LOT 5 MONTE VISTA,0
190062000,426200,36599659,306,MONTE VISTA AVE,,LOT 4 MONTE VISTA EXT,0
190061000,331500,36599660,304,MONTE VISTA AVE,,LOT 3 MONTE VISTA,0
190060000,305800,36599661,302,MONTE VISTA AVE,,LOT 2 MONTE VISTA,0
190059000,300500,36599662,300,MONTE VISTA AVE,,LOT 1 SEC 1 MONTE VISTA,0
200141000,471300,36599663,246,MONTE VISTA AVE,,.952 ACRES BK 3 MONTE VISTA,0
190077000,317700,36599664,307,MONTE VISTA AVE,,LOT 18 & STRIP MONTE VISTA,0
190076000,288000,36599665,309,MONTE VISTA AVE,,LOT 17 MONTE VISTA,0
190075000,404300,36599666,311,MONTE VISTA AVE,,LOT 16 MONTE VISTA,0
190074000,395800,36599667,317,MONTE VISTA AVE,,LOT 15 MONTE VISTA,0
190069000,238600,36599668,320,MONTE VISTA AVE,,PT LOT 10 MONTE VISTA,0
190068000,313000,36599669,318,MONTE VISTA AVE,,PT LOT 10 MONTE VISTA,0
190067000,441100,36599670,316,MONTE VISTA AVE,,LOT 9 MONTE VISTA,0
190066000,313100,36599671,314,MONTE VISTA AVE,,LOT 8 MONTE VISTA,0
190065000,351600,36599672,312,MONTE VISTA AVE,,LOT 7 MONTE VISTA,0
190064000,486400,36599673,310,MONTE VISTA AVE,,LOT 6 MONTE VISTA,0
190070000,323500,36599674,322,MONTE VISTA AVE,,LOT 11 MONTE VISTA,0
190071000,320200,36599675,324,MONTE VISTA AVE,,LOT 12 MONTE VISTA,0
190072000,350300,36599676,321,MONTE VISTA AVE,,LOT 13 MONTE VISTA,0
190073000,324800,36599677,319,MONTE VISTA AVE,,LOT 14 MONTE VISTA,0
200206000,317800,36599678,326,CAMELLIA DR,,LOT 11 BK 7 SEC 3 AZALEA GARD,21954.24
200205000,349300,36599679,324,CAMELLIA DR,,LOT 12 BK 7 SEC 3 AZALEA GARD,23173.92
200204000,285400,36599680,322,CAMELLIA DR,,LOT 13 BK 7 SEC 3 AZALEA GARD,38899.08
200203000,271100,36599681,320,CAMELLIA DR,,LOT 14 BK 7 SEC 3 AZALEA GARD,29185.2
200202000,278600,36599682,318,CAMELLIA DR,,LOT 15 BK 7 SEC 3 AZALEA GARD,16639.92
200201000,300800,36599683,316,CAMELLIA DR,,LOT 16 BK 7 SEC 3 AZALEA GARD,26920.08
200200000,302500,36599684,314,CAMELLIA DR,,LOT 17 BK 7 SEC 3 AZALEA GARD,30230.64
200199000,301100,36599685,312,CAMELLIA DR,,LOT 18 BK 7 SEC 3 AZALEA GARD,34368.84
200198000,311500,36599686,310,CAMELLIA DR,,LOT 19 BK 7 SEC 3 AZALEA GARD,48220.92
200197000,353000,36599687,308,CAMELLIA DR,,LOT 20 BK 7 SEC 3 AZALEA GARD,54667.8
200222000,329200,36599688,309,CAMELLIA DR,,LOT 9 BK 2 3RD ADD AZALEA GARD,12022.56
200221000,337900,36599689,315,CAMELLIA DR,,LOT 8 BK 2 ADD 3 AZALEA GARD,13852.08
200220000,350100,36599690,325,CAMELLIA DR,,LOT 7 & AREA X BK 2 3RD ADD AZALEA GARD,13895.64
200219000,313000,36599691,327,CAMELLIA DR,,LOT 6 BK 2 3RD ADD AZALEA GARD,11107.8
200218000,251400,36599692,329,CAMELLIA DR,,LOT 5 BK 2 3RD ADD AZALEA GARD,9496.08
200217000,271400,36599693,331,CAMELLIA DR,,LOT 4 BK 2 3RD ADD AZALEA GARD,9060.48
200216000,301000,36599694,333,CAMELLIA DR,,LOT 3 BK 2 SEC 3 AZALEA GARDEN,9496.08
200211000,329400,36599695,336,CAMELLIA DR,,LOT 6 BK 7 SEC 3 AZALEA GARD,9104.04
200210000,274000,36599696,334,CAMELLIA DR,,LOT 7 BK 7 SEC 3 AZALEA GARD,10890
200209000,288800,36599697,332,CAMELLIA DR,,LOT 8 BK 7 SEC 3 AZALEA GARD,10977.12
200208000,286500,36599698,330,CAMELLIA DR,,LOT 9 BK 7 SEC 3 AZALEA GARD,11107.8
200207000,304400,36599699,328,CAMELLIA DR,,LOT 10 BK 7 SEC 3 AZALEA GARD,18208.08
200246300,357700,36599700,312,AZALEA DR,,PT LOT 4 BK A ADD 5 AZALEA GAR,8319.96
200246200,358000,36599701,310,AZALEA DR,,LOT 3 BK A ADD 5 AZALEA GARD,8755.56
200246100,371400,36599702,308,AZALEA DR,,LOT 2 BK A ADD 5 AZALEA GARD,9191.16
200246000,305000,36599703,306,AZALEA DR,,LOT 1 BK A ADD 5 AZALEA GARD,9626.76
200247100,392300,36599704,301,AZALEA DR,,LOT 1 BK B ADD 5 AZALEA GARDEN,10715.76
200249000,294900,36599705,231,AZALEA DR,,LOTS 16 & 17 BK 1 AZALEA GARD,22738.32
200250000,272200,36599706,229,AZALEA DR,,LOT 15 BK 1 AZALEA GARDENS,14505.48
200251000,281000,36599707,227,AZALEA DR,,LOT 14 BK 1 AZALEA GARDENS,13547.16
200252000,264800,36599708,225,AZALEA DR,,LOT 13 BK 1 AZALEA GARDENS,8668.44
200253000,283800,36599709,223,AZALEA DR,,LOT 12 BK 1 AZALEA GARDENS,8189.28
200245000,312200,36599710,304,AZALEA DR,,LOT 3 BK 7 AZALEA GARDENS,9801
200244000,281100,36599711,302,AZALEA DR,,LOT 2 BK 7 AZALEA GARDENS,9801
200243000,290500,36599712,300,AZALEA DR,,LOT 1 BK 7 AZALEA GARDENS,10585.08
200213000,301300,36599713,340,CAMELLIA DR,,LOT 4 BK 7 3RD ADD AZALEA GARD,10759.32
200214000,310000,36599714,337,CAMELLIA DR,,LOT 1 BK 2 3RD ADD AZALEA GARD,10018.8
200215000,286500,36599715,335,CAMELLIA DR,,LOT 2 BK 2 3RD ADD AZALEA GARD,9060.48
200225000,347900,36599716,303,CAMELLIA DR,,LOT 12 BK 2 3RD ADD AZALEA GAR,11499.84
200224000,328100,36599717,305,CAMELLIA DR,,LOT 11 & PAR A BK 2 ADD 3 AZA,11238.48
200196000,300900,36599718,306,CAMELLIA DR,,REVISED PAR BK 7 AG,42122.52
200195000,321000,36599719,304,CAMELLIA DR,,LOT 22 BK 7 SEC 3 AZALEA GARD,11979
200194000,313000,36599720,302,CAMELLIA DR,,LOT 23 BK 7 SEC 3 AZALEA GARD,11979
200193000,315600,36599721,300,CAMELLIA DR,,LOT 24A BK 7 AZALEA GARDENS,8145.72
200192000,301000,36599722,218,CAMELLIA DR,,LOT 25 BK 7 SEC 4 AZALEA GARD,8232.84
200191000,362600,36599723,216,CAMELLIA DR,,LOT 26 BK 7 SEC 4 AZALEA GARD,9539.64
200190000,370400,36599724,214,CAMELLIA DR,,LOTS 27&28B BK 7 SEC 4 AZALEA,8755.56
200189000,282600,36599725,212,CAMELLIA DR,,LOT 28A BK 7 SEC 4 AZALEA GARD,9234.72
200188000,333700,36599726,106,SHASTA CT,,LOT 29 BK 7 SEC 4 AZALEA GARD,9408.96
200187000,346500,36599727,110,SHASTA CT,,LOT 30 BK 7 SEC 4 AZALEA GARD,9496.08
200186000,314700,36599728,112,SHASTA CT,,LOT 31 BK 7 SEC 4 AZALEA GARD,14505.48
200185000,392000,36599729,114,SHASTA CT,,LOT 32 BK 7 SEC 4 AZALEA GARD,16770.6
200184000,350200,36599730,116,SHASTA CT,,LOT 33A BK 7 SEC 4 AZALEA GARD,17728.92
200183000,334600,36599731,115,SHASTA CT,,LOT 34 BK 7 SEC 4 AZALEA GARD,16770.6
200182000,302200,36599732,113,SHASTA CT,,LOT 35A1 BK 7 SEC 4 AZALEA GAR,15899.4
200181000,374000,36599733,111,SHASTA CT,,LOT 36A1 BK 7 SEC 4 AZALEA GAR,13503.6
200180000,322000,36599734,109,SHASTA CT,,LOT 37 BK 7 SEC 4 AZALEA GARD,20516.76
200179000,308400,36599735,107,SHASTA CT,,LOT 38 BK 7 SEC 4 AZALEA GARD,15202.44
200178000,342700,36599736,105,SHASTA CT,,LOT 39 BK 7 SEC 4 AZALEA GARD,15333.12
200177000,365500,36599737,103,SHASTA CT,,LOT 40 BK 7 SEC 4 AZALEA GARD,14984.64
200176000,336400,36599738,208,CAMELLIA DR,,LOT 41 BK 7 SEC 4 AZALEA GARD,9191.16
200228000,401500,36599739,211,CAMELLIA DR,,LOT 9 BK 5 SEC 4 AZALEA GARD,15986.52
200229000,273800,36599740,209,CAMELLIA DR,,LOT 10 BK 5 SEC 4 AZALEA GARD,11848.32
200230000,304300,36599741,207,CAMELLIA DR,,LOT 11 BK 5 SEC 4 AZALEA GARD,11412.72
200236000,370300,36599742,128,AZALEA DR,,LOT 9 & STRIP BK 5 AZALEA GARD,13111.56
200237000,316300,36599743,200,AZALEA DR,,LOT 1 & STRIP BK 6 AZALEA GARD,13068
200238000,270200,36599744,202,AZALEA DR,,LOT 2 BK 6 AZALEA GARDENS,8755.56
200239000,286300,36599745,204,AZALEA DR,,LOT 3 BK 6 AZALEA GARDENS,7143.84
200240000,398000,36599746,206,AZALEA DR,,LOT 4 BK 6 AZALEA GARDENS,10018.8
200241000,289300,36599747,105,GARDEN DR,,LOT 5A BK 5 SEC 4 AZALEA GAR,11499.84
200242000,280600,36599748,107,GARDEN DR,,LOT 6A1 BK 5 ADD 4 AZALEA GARD,11020.68
200226000,292300,36599749,215,CAMELLIA DR,,LOT 7 BK 5 SEC 4 AZALEA GARD,11761.2
200227000,312800,36599750,213,CAMELLIA DR,,LOT 8 BK 5 SEC 4 AZALEA GARD,10497.96
110131000,98308300,36599751,200,JEANETTE LANCASTER WAY,,LOTS,484038.72
460001350,285800,36599752,106-A,MELBOURNE PARK CIR,,UNIT 35 MELBOURNE PARK,0
460001360,276800,36599753,106-B,MELBOURNE PARK CIR,,UNIT 36 MELBOURNE PARK,0
460001370,275500,36599754,106-C,MELBOURNE PARK CIR,,UNIT 37 MELBOURNE PARK,0
460001390,278600,36599755,106-E,MELBOURNE PARK CIR,,UNIT 39 MELBOURNE PARK,0
4600011A0,284500,36599756,101-A,MELBOURNE PARK CIR,,UNIT 1 BLDG 1  MELBOURNE PARK,0
4600012A0,264100,36599757,101-B,MELBOURNE PARK CIR,,UNIT 2 BLDG 1 MELBOURNE PARK,0
460001400,264000,36599758,101-D,MELBOURNE PARK CIR,,UNIT 4 BLDG 1 MELBOURNE PARK,0
460001480,281100,36599759,102-A,MELBOURNE PARK CIR,,UNIT 48 BLDG 9 MELBOURNE PARK,0
460001490,261400,36599760,102-B,MELBOURNE PARK CIR,,UNIT 49 BLDG 9 MELBOURNE PARK,0
460001501,274500,36599761,102-C,MELBOURNE PARK CIR,,UNIT 50 BLDG 9 MELBOURNE PARK,0
460001510,261400,36599762,102-D,MELBOURNE PARK CIR,,UNIT 51 BLDG 9 MELBOURNE PARK,0
460001520,279800,36599763,102-E,MELBOURNE PARK CIR,,UNIT 52 BLDG 9 MELBOURNE PARK,0
460001420,282400,36599764,104-A,MELBOURNE PARK CIR,,UNIT 42 MELBOURNE PARK,0
460001430,290800,36599765,104-B,MELBOURNE PARK CIR,,UNIT 43 MELBOURNE PARK,0
460001440,289500,36599766,104-C,MELBOURNE PARK CIR,,UNIT 44 MELBOURNE PARK,0
460001450,289500,36599767,104-D,MELBOURNE PARK CIR,,UNIT 45 MELBOURNE PARK,0
460001460,290600,36599768,104-E,MELBOURNE PARK CIR,,UNIT 46 MELBOURNE PARK,0
460001470,282700,36599769,104-F,MELBOURNE PARK CIR,,UNIT 47 MELBOURNE PARK,0
460001380,275500,36599770,106-D,MELBOURNE PARK CIR,,UNIT 38 MELBOURNE PARK,0
460001401,276800,36599771,106-F,MELBOURNE PARK CIR,,UNIT 40 MELBOURNE PARK,0
460001410,289500,36599772,106-G,MELBOURNE PARK CIR,,UNIT 41 MELBOURNE PARK,0
460001150,284800,36599773,115-D,MELBOURNE PARK CIR,,UNIT 15 MELBOURNE PARK,0
460001140,264000,36599774,115-C,MELBOURNE PARK CIR,,UNIT 14 MELBOURNE PARK,0
460001130,264000,36599775,115-B,MELBOURNE PARK CIR,,UNIT 13 MELBOURNE PARK,0
460001120,287200,36599776,115-A,MELBOURNE PARK CIR,,UNIT 12 MELBOURNE PARK,0
460001270,287400,36599777,111-E,MELBOURNE PARK CIR,,UNIT 27 MELBOURNE PARK,0
460001260,295100,36599778,111-D,MELBOURNE PARK CIR,,UNIT 26 MELBOURNE PARK,0
460001250,299100,36599779,111-C,MELBOURNE PARK CIR,,UNIT 25 MELBOURNE PARK,0
460001240,266400,36599780,111-B,MELBOURNE PARK CIR,,UNIT 24 MELBOURNE PARK,0
