RecordID,Incident_ID,AddressRaw,AddressStandardized,AlarmDateTimeAmericaNY,CauseOfIgnition,FireAreaOfOrigin,FireType,HeatSource,IncidentDurationMinutes,ItemFirstIgnited,Latitude,Longitude,PropertyLossDollars,PropertyUse,StreetName,StreetNumber,StreetPostDirection,StreetPredirection,StreetSuffix,UnitFirstArrive,UnitFirstResponseTimeMinutes,Year,ZipCode
420,2505924,100 YELLOWSTONE DR,100 YELLOWSTONE DR,2005/12/27 00:08:26+00, , ,Natural vegetation fire, ,42.40000153, ,38.06999969,-78.48999786,0,Open land or field,YELLOWSTONE,100, , ,DR,E5,9.35000038,2005,22901
421,2505930,2450 POPLAR DR,2450 POPLAR DR,2005/12/27 14:16:47+00,Failure of equipment or heat source,"Ceiling & floor assembly, crawl space b/t stories",Structure Fire,Hot ember or ash,98.69999695,Structural member or framing,37.97999954,-78.55999756,51000,1 or 2 family dwelling,POPLAR,2450, , ,DR,E5,11.35000038,2005,22903
422,2505940,1400 MONTICELLO RD,1400 MONTICELLO RD,2005/12/28 09:06:41+00,Cause undetermined after investigation,"Entranceway, lobby",Structure Fire,Undetermined,96.59999847,"Upholstered sofa, chair, vehicle seats",38.02000046,-78.47000122,200,Multifamily dwelling,MONTICELLO,1400, , ,RD,E5,5.42999983,2005,22902
423,2600043,768 PROSPECT AVE,768 PROSPECT AVE,2006/01/04 04:45:58+00,Unintentional,"Cooking area, kitchen",Structure Fire,"Molten, hot material",139.5,"Cooking materials, including edible materials",38.02000046,-78.48999786,35000,1 or 2 family dwelling,PROSPECT,768, , ,AVE,E7,5.57000017,2006,22902
424,2600086, , ,2006/01/07 01:46:58+00, , ,Natural vegetation fire, ,33.40000153, ,38.00999832,-78.48999786,0,Open land or field, , , , , ,E6,12.38000011,2006,22902
425,2600102,1008 ALTAVISTA AVE,1008 ALTAVISTA AVE,2006/01/07 21:29:30+00,Unintentional,"Engine area, running gear, wheel area",Mobile property (vehicle) fire,"Spark, ember, or flame from operating equipment",11.80000019,Flammable liquid/gas - in/from engine or burner,38.02000046,-78.48000336,0, ,ALTAVISTA,1008, , ,AVE,E5,4.46999979,2006,22902
426,2600140,1200 EMMET ST N,1200 EMMET ST N,2006/01/11 12:40:28+00,Failure of equipment or heat source,"Engine area, running gear, wheel area",Mobile property (vehicle) fire,Arcing,31.20000076,"Electrical wire, cable insulation",38.04999924,-78.5,0, ,EMMET,1200,N, ,ST,E2,4.38000011,2006,22903
427,2600169,205 SPRIGG LN,205 SPRIGG LN,2006/01/13 00:43:07+00, , ,Structure Fire, ,17.39999962, ,38.04000092,-78.59999847,0,"Barracks, dormitory",SPRIGG,205, , ,LN,E6,3.97000003,2006,22901
428,2600209,108 HAWTHORNE LN,108 HAWTHORNE LN,2006/01/15 04:34:25+00, , ,Natural vegetation fire, ,24.29999924, ,38.02999878,-78.44000244,0,Vacant lot,HAWTHORNE,108, , ,LN,E4,10.38000011,2006,22911
429,2600232,924 1ST ST S,924 1ST ST S,2006/01/16 15:04:11+00,Unintentional,"Bedroom - < 5 persons; included are jail or prison",Structure Fire,Cigarette lighter,162.5,"Magazine, newspaper, writing paper",38.02000046,-78.48999786,0,Multifamily dwelling,1ST,924,S, ,ST,BC5,2.63000011,2006,22902
430,2600296,300 MEADE AVE,300 MEADE AVE,2006/01/19 23:18:31+00,"Cause, other",Undetermined,Fire in mobile property used as a fixed structure,Undetermined,28.5,Undetermined,38.02999878,-78.47000122,0,"Property Use, other",MEADE,300, , ,AVE,E5,6.71999979,2006,22902
431,2600362,1600 EMMET ST,1600 EMMET ST N,2006/01/24 13:13:24+00,Unintentional,Operator/passenger area of transportation equip.,Mobile property (vehicle) fire,Undetermined,33.29999924,Undetermined,38.06000137,-78.48999786,5500, ,EMMET,1600,N, ,ST,E2,3,2006,22903
432,2600367,2116 BROWNSTONE LN,2116 BROWNSTONE LN,2006/01/24 22:53:35+00, , ,Natural vegetation fire, ,17.39999962, ,38.04000092,-78.5,0,Open land or field,BROWNSTONE,2116, , ,LN,E2,9.61999989,2006,22903
433,2600422,511 RIDGE ST,511 RIDGE ST,2006/01/27 22:05:21+00,Unintentional,"Common room, den, family room, living room, lounge",Structure Fire,Hot ember or ash,56.79999924,"Upholstered sofa, chair, vehicle seats",38.02999878,-78.48999786,1000,Multifamily dwelling,RIDGE,511, , ,ST,E7,1.91999996,2006,22902
434,2600469,1001 PRESTON AVE,1001 PRESTON AVE,2006/01/30 18:26:24+00,Undetermined, ,Natural vegetation fire, ,17.89999962, ,38.04000092,-78.48999786,0,Playground,PRESTON,1001, , ,AVE,E4,1.92999995,2006,22901
435,2600519,2111 MICHIE DR,2111 MICHIE DR,2006/02/02 13:19:01+00,Unintentional,"Cooking area, kitchen",Structure Fire,"Radiated, conducted heat from operating equipment",49,Undetermined,38.06000137,-78.48999786,1000,Multifamily dwelling,MICHIE,2111, , ,DR,E2,4.05000019,2006,22903
436,2600564,1411 CHESAPEAKE ST,1411 CHESAPEAKE ST,2006/02/05 06:40:36+00,Unintentional,"Bedroom - < 5 persons; included are jail or prison",Structure Fire,Undetermined,119,"Bedding; blanket, sheet, comforter",38.02999878,-78.45999908,8000,1 or 2 family dwelling,CHESAPEAKE,1411, , ,ST,BC1,5.48000002,2006,22901
437,2600618,707 ORANGEDALE AVE,707 ORANGEDALE AVE,2006/02/08 19:23:03+00,Unintentional,"Bedroom - < 5 persons; included are jail or prison",Structure Fire,"Radiated, conducted heat from operating equipment",111.19999695,Cabinetry (including built-in),38.02000046,-78.5,30000,1 or 2 family dwelling,ORANGEDALE,707, , ,AVE,E7,3.75,2006,22902
438,2600637, , ,2006/02/09 19:32:10+00, , ,Natural vegetation fire, ,82.69999695, ,38.00999832,-78.48999786,0,Highway or divided highway, , , , , ,E6,10.27000046,2006,22932
439,2600720,1411 HAZEL ST,1411 HAZEL ST,2006/02/15 16:28:58+00,Cause under investigation,"Cooking area, kitchen",Structure Fire,Multiple heat sources including multiple ignition,115.40000153,Cabinetry (including built-in),38.02999878,-78.45999908,10000,1 or 2 family dwelling,HAZEL,1411, , ,ST,E4,4.75,2006,22902
440,2600739,511 ROUGEMONT AVE,511 ROUGEMONT AVE,2006/02/17 05:24:40+00,Cause under investigation,"Exterior stairway, ramp, or fire escape",Structure Fire,Undetermined,165.1000061,Undetermined,38.02000046,-78.48999786,100000,1 or 2 family dwelling,ROUGEMONT,511, , ,AVE,E7,5.42999983,2006,22903
441,2600788,1800 JEFFERSON PARK,1800 JEFFERSON PARK AVE,2006/02/19 01:13:23+00,Unintentional,"Bedroom - < 5 persons; included are jail or prison",Structure Fire,Hot ember or ash,197.3999939,"Soft goods, wearing apparel, other",38.02999878,-78.51000214,3000,Multifamily dwelling,JEFFERSON PARK,1800, , ,AVE,E6,2.36999989,2006,22903
442,2600804,1208 HOLMES AVE,1208 HOLMES AVE,2006/02/20 04:06:55+00,Failure of equipment or heat source,"Function area, other",Structure Fire,"Spark, ember, or flame from operating equipment",194.3999939,Structural member or framing,38.04999924,-78.45999908,150000,1 or 2 family dwelling,HOLMES,1208, , ,AVE,E2,5.69999981,2006,22901
443,2600809,604 CHERRY AVE,604 CHERRY AVE,2006/02/20 14:06:12+00,Failure of equipment or heat source,"Duct: hvac, cable, exhaust, heating, or AC",Structure Fire,"Spark, ember, or flame from operating equipment",130.19999695,"Pipe, duct, conduit or hose",38.02999878,-78.48999786,10050,"General retail, other",CHERRY,604, , ,AVE,BC1,1.45000005,2006,22902
444,2600814,1370 MONACAN TRAIL RD,1370 MONACAN TRAIL RD,2006/02/20 20:26:11+00, , ,Natural vegetation fire, ,12.39999962, ,37.70999908,-78.94000244,0,Highway or divided highway,MONACAN TRAIL,1370, , ,RD,E4,8.05000019,2006,22922
445,2600860,1500 CARLTON AVE,1500 CARLTON AVE,2006/02/23 12:59:10+00,Cause under investigation,"Storage: supplies or tools; dead storage",Special outside fire,Undetermined,207.3999939,Undetermined,38.02000046,-78.45999908,0,Outside material storage area,CARLTON,1500, , ,AVE,E5,5.19999981,2006,22902
446,2600882,110 GOODMAN ST,110 GOODMAN ST,2006/02/24 20:39:50+00,Unintentional,"Egress/exit, other",Structure Fire,"Molten, hot material",59.40000153,Structural member or framing,38.02999878,-78.47000122,3000,Business office,GOODMAN,110, , ,ST,E5,4.0999999,2006,22902
447,2600949,29 UNIVERSITY CIR,29 UNIVERSITY CIR,2006/03/01 02:39:21+00,Unintentional,"Common room, den, family room, living room, lounge",Structure Fire,Heat from other open flame or smoking materials,28.5,"Interior wall covering excluding drapes, etc.",38.04000092,-78.5,500,"Boarding/rooming house, residential hotels",UNIVERSITY,29, , ,CIR,E6,6.44999981,2006,22908
448,3600142,180 MCCORMICK RD,180 MCCORMICK RD,2006/03/03 02:27:42+00,Undetermined, ,Natural vegetation fire, ,7.5999999, ,38.02999878,-78.51000214,0,Graded and cared-for plots of land,MCCORMICK,180, , ,RD,BC2,3.51999998,2006,22908
449,3600144,1815 STADIUM RD,1815 STADIUM RD,2006/03/03 13:05:18+00,Unintentional,"Fuel tank, fuel line",Special outside fire,"Heat from powered equipment, other",30.10000038,Undetermined,38.06999969,-78.48999786,1600, ,STADIUM,1815, , ,RD,E7,5.30000019,2006,22902
450,3600147,202 15TH ST SW,202 JEANETTE LANCASTER WAY,2006/03/05 02:05:39+00,Undetermined, ,Natural vegetation fire,Cigarette,10.10000038, ,38.02999878,-78.5,0, ,JEANETTE LANCASTER,202, , ,WAY,E7,4.26999998,2006,22903
451,2601056,814 RIDGE ST,814 RIDGE ST,2006/03/07 16:19:52+00,Failure of equipment or heat source,"Cooking area, kitchen",Structure Fire,"Heat from powered equipment, other",36.5,"Electrical wire, cable insulation",38.02000046,-78.48999786,0,1 or 2 family dwelling,RIDGE,814, , ,ST,E7,3.4000001,2006,22903
452,2601081,1250 EMMET ST N,1250 EMMET ST N,2006/03/08 20:14:23+00,Unintentional,"Engine area, running gear, wheel area",Mobile property (vehicle) fire,Undetermined,24,Undetermined,38.04999924,-78.5,500, ,EMMET,1250,N, ,ST,E2,3.56999993,2006,22903
453,3600153, , ,2006/03/10 00:18:23+00,Smoking, ,Natural vegetation fire, ,11.89999962, ,38.00999832,-78.48999786,0,Graded and cared-for plots of land, , , , , ,E7,4.53000021,2006,22908
454,2601126,507 ROUGEMONT AVE,507 ROUGEMONT AVE,2006/03/11 18:39:51+00,Incendiary, ,Natural vegetation fire, ,2899.5, ,38.02000046,-78.48999786,0,"Outside or special property, other",ROUGEMONT,507, , ,AVE,BC1,2.8499999,2006,22902
455,2601131, , ,2006/03/11 21:09:37+00, , ,Natural vegetation fire, ,15.69999981, ,38.00999832,-78.48999786,0,Vehicle parking area, , , , , ,E4,5.28000021,2006,22903
456,2601134,1301 E HIGH ST,1301 E HIGH ST,2006/03/11 23:14:22+00,Failure of equipment or heat source,"Engine area, running gear, wheel area",Mobile property (vehicle) fire,Undetermined,14.39999962,Undetermined,38.02999878,-78.47000122,0,"Service station, gas station",HIGH,1301, ,E,ST,BC1,4.01999998,2006,22901
457,2601149,127 N BAKER ST,127 NORTH BAKER ST,2006/03/12 20:19:12+00,Incendiary, ,Natural vegetation fire,Match,109.09999847, ,38.06999969,-78.48999786,0,Railroad right of way,NORTH BAKER,127, , ,ST,E5,4.76999998,2006,22901
458,2601169,3305 PETAL LN,3305 PETAL LN,2006/03/13 20:29:10+00, , ,Natural vegetation fire, ,25.39999962, ,38.06999969,-78.48999786,0, ,PETAL,3305, , ,LN,E6,9.47000027,2006,22901
459,2601173, , ,2006/03/14 01:07:47+00,Undetermined, ,Natural vegetation fire, ,7.80000019, ,38.00999832,-78.48999786,0,Graded and cared-for plots of land, , , , , ,E7,3.93000007,2006,22902
460,2601181,68 UNIVERSITY WAY,68 UNIVERSITY WAY,2006/03/14 12:55:15+00,Unintentional,"Cooking area, kitchen",Structure Fire,"Radiated, conducted heat from operating equipment",16,"Cooking materials, including edible materials",38.04000092,-78.5,0,Multifamily dwelling,UNIVERSITY,68, , ,WAY,E2,5.69999981,2006,22901
461,2601186,300 2ND ST SE,300 2ND ST SE,2006/03/14 16:06:31+00,Undetermined, ,Natural vegetation fire, ,7.30000019, ,38.02999878,-78.48000336,0,"Residential street, road or residential driveway",2ND,300,SE, ,ST,C1,0.07,2006,22901
462,2601187,101 E MARKET ST,101 E MARKET ST,2006/03/14 17:46:34+00,Smoking, ,Natural vegetation fire,Hot ember or ash,11.5, ,38.02999878,-78.48000336,60,Graded and cared-for plots of land,MARKET,101, ,E,ST,E3,3.6500001,2006,22901
463,2601188,595 PETER JEFFERSON PKY,595 PETER JEFFERSON PKWY,2006/03/14 18:23:31+00, , ,Natural vegetation fire, ,15.30000019, ,38.02999878,-78.48000336,0,"Property Use, other",PETER JEFFERSON,595, , ,PKWY,E2,6.63000011,2006,22903
464,2601189,314 ROLKIN RD,314 ROLKIN RD,2006/03/14 19:57:04+00, , ,Natural vegetation fire, ,74.5, ,38.02999878,-78.44000244,0, ,ROLKIN,314, , ,RD,E2,6.0999999,2006,22901
465,2601198,500 E JEFFERSON ST,500 E JEFFERSON ST,2006/03/15 09:17:58+00,Unintentional,"Cooking area, kitchen",Structure Fire,"Spark, ember, or flame from operating equipment",208.30000305,Cabinetry (including built-in),38.02999878,-78.48000336,50000,Bar or nightclub,JEFFERSON,500, ,E,ST,E7,3.81999993,2006,22902
466,2601205,595 PETER JEFFERSON PKY,595 PETER JEFFERSON PKWY,2006/03/15 16:41:22+00, , ,Natural vegetation fire, ,13, ,38.02999878,-78.48000336,0,Graded and cared-for plots of land,PETER JEFFERSON,595, , ,PKWY,E4,6.57999992,2006,22901
467,2601208,2000 LAMBS RD,2000 LAMBS RD,2006/03/15 17:20:29+00, , ,Natural vegetation fire, ,113.59999847, ,38.08000183,-78.5,0,Open land or field,LAMBS,2000, , ,RD,E2,16.82999992,2006,22901
468,2601209, , ,2006/03/15 18:10:43+00,Undetermined, ,Natural vegetation fire, ,60.20000076, ,38.00999832,-78.48999786,0,Railroad right of way, , , , , ,E7,1.26999998,2006,22902
469,2601212,190 YELLOWSTONE DR,190 YELLOWSTONE DR,2006/03/15 19:29:25+00, , ,Natural vegetation fire, ,11.30000019, ,38.06999969,-78.48999786,0, ,YELLOWSTONE,190, , ,DR,E5,8.47999954,2006,22901
470,2601213,1224 JEFFERSON PARK,1224 JEFFERSON PARK AVE,2006/03/15 21:47:58+00,Undetermined, ,Special outside fire, ,5.30000019, ,38.02999878,-78.5,0, ,JEFFERSON PARK,1224, , ,AVE,E7,2.6500001,2006,22903
471,2601230, , ,2006/03/16 19:26:56+00, , ,Natural vegetation fire, ,47.40000153, ,38.00999832,-78.48999786,0,Open land or field, , , , , ,E4,7.5,2006,22902
472,2601235, , ,2006/03/16 20:58:56+00,Smoking, ,Natural vegetation fire, ,9.19999981, ,38.00999832,-78.48999786,0,Highway or divided highway, , , , , ,E6,4.6500001,2006,22901
473,2601236,1320 EARLY ST,1320 EARLY ST,2006/03/16 21:17:58+00,Unintentional,"Outside area, other",Structure Fire,Cigarette lighter,50.59999847,"Heavy vegetation - not crop, including trees",38.02000046,-78.48000336,500,1 or 2 family dwelling,EARLY,1320, , ,ST,E7,3.07999992,2006,22902
474,2601242, , ,2006/03/17 08:07:28+00,Cause under investigation,"Engine area, running gear, wheel area",Mobile property (vehicle) fire,Undetermined,46.70000076,Undetermined,38.00999832,-78.48999786,0, , , , , , ,E7,7.44999981,2006,22903
475,2601259, , ,2006/03/18 05:31:47+00,Undetermined, ,Natural vegetation fire,Undetermined,7.69999981, ,38.00999832,-78.48999786,0,"Residential street, road or residential driveway", , , , , ,E6,5.88000011,2006,22902
476,2601274,107- B WELK PL,107-B WELK PL,2006/03/19 04:11:13+00,Unintentional,"Exterior balcony, unenclosed porch",Structure Fire,"Hot or smoldering object, other",168.1000061,Exterior wall covering or finish,38.02000046,-78.5,95000,1 or 2 family dwelling,WELK,107-B, , ,PL,BC6,3.81999993,2006,22902
477,2601283,510 RIDGE ST,510 RIDGE ST,2006/03/19 16:20:37+00,Unintentional,"Cooking area, kitchen",Structure Fire,"Heat from powered equipment, other",97.80000305,Wearing apparel not on a person,38.02999878,-78.48999786,0,1 or 2 family dwelling,RIDGE,510, , ,ST,BC1,2.18000007,2006,22902
478,2601316,1005 LOCUST LN,1005 LOCUST LN,2006/03/21 10:50:08+00,Unintentional,"Exterior balcony, unenclosed porch",Structure Fire,Hot ember or ash,37.20000076,"Structural component or finish, other",38.04000092,-78.45999908,1200,1 or 2 family dwelling,LOCUST,1005, , ,LN,BC2,5.73000002,2006,22903
479,3600165,794 ALDERMAN RD,794 ALDERMAN RD,2006/03/23 21:06:08+00,Equipment, ,Natural vegetation fire,Arcing,144, ,38.04000092,-78.51000214,0,"Forest, timberland, woodland",ALDERMAN,794, , ,RD,E7,7.17999983,2006,22901
480,2601352,816 HARDY DR,816 HARDY DR,2006/03/23 23:43:43+00,"Cause, other",Undetermined,Mobile property (vehicle) fire,Undetermined,22.39999962,Undetermined,38.02999878,-78.48999786,0, ,HARDY,816, , ,DR,E5,4.17999983,2006,22902
481,3600167,40 SOUTH LAWN - BLDG,40 SOUTH LAWN,2006/03/24 21:28:48+00,Unintentional,Wall assembly,Structure Fire,"Spark, ember, or flame from operating equipment",151.1000061,Insulation within structural area,38.02999878,-78.5,15000,Construction site,SOUTH LAWN,40, , , ,P1,2.86999989,2006,22908
482,2601377,909 W MAIN ST,909 W MAIN ST,2006/03/25 06:32:27+00,Cause undetermined after investigation,"Cooking area, kitchen",Structure Fire,Undetermined,108,Undetermined,38.02999878,-78.48999786,0,Restaurant or cafeteria,MAIN,909, ,W,ST,E7,3.01999998,2006,22902
483,2601405,1917 SWANSON DR,1917 SWANSON DR,2006/03/27 10:45:12+00,Undetermined, ,Natural vegetation fire,Undetermined,11.39999962, ,38.06000137,-78.48999786,0,1 or 2 family dwelling,SWANSON,1917, , ,DR,E4,4,2006,22903
484,3600169,415 LANE RD,415 LANE RD,2006/03/27 12:42:18+00,Smoking, ,Natural vegetation fire,Cigarette,7.80000019, ,38.02999878,-78.5,0, ,LANE,415, , ,RD,E7,4.46999979,2006,22908
485,2601418, , ,2006/03/27 18:53:56+00, , ,Natural vegetation fire, ,25.20000076, ,38.00999832,-78.48999786,0,Open land or field, , , , , ,E6,9.19999981,2006,22903
486,2601431,100 ZAN RD,100 ZAN RD,2006/03/28 06:36:59+00,Smoking, ,Natural vegetation fire,Cigarette,12.60000038, ,38.06000137,-78.48999786,0, ,ZAN,100, , ,RD,E2,6.07999992,2006,22901
487,2601470,183 SPOTNAP RD,183 SPOTNAP RD,2006/03/30 19:27:59+00, , ,Natural vegetation fire, ,15.39999962, ,38.02999878,-78.44999695,0,"Doctor, dentist or oral surgeon's office",SPOTNAP,183, , ,RD,E1,5.23000002,2006,22902
488,2601487,1901 EMMET ST N,1901 EMMET ST N,2006/04/01 04:19:30+00,Smoking, ,Natural vegetation fire,Cigarette,19.20000076, ,38.06000137,-78.48999786,0,Vehicle parking area,EMMET,1901,N, ,ST,E2,5.21999979,2006,22901
489,2601498,1023 MILLMONT ST,1023 MILLMONT ST,2006/04/01 18:48:43+00,Smoking, ,Natural vegetation fire,Heat from undetermined smoking material,11.19999981, ,38.04999924,-78.51000214,0, ,MILLMONT,1023, , ,ST,E2,5.25,2006,22903
490,2601517,1801 HYDRAULIC RD,1801 HYDRAULIC RD,2006/04/02 20:56:49+00,Smoking, ,Natural vegetation fire, ,5.4000001, ,38.06000137,-78.48999786,0,Street or road in commercial area,HYDRAULIC,1801, , ,RD, ,0,2006,22901
491,2601556,321 6TH ST SW,321 6TH ST SW,2006/04/04 15:15:44+00,Unintentional,"Cooking area, kitchen",Structure Fire,"Heat from powered equipment, other",68,"Cooking materials, including edible materials",38.02999878,-78.48999786,6500,1 or 2 family dwelling,6TH,321,SW, ,ST,E5,3.1500001,2006,22903
492,2601570,1334 HIGH VIEW DR,1334 HIGH VIEW DR,2006/04/05 10:06:17+00, , ,Natural vegetation fire, ,54.5, ,38.08000183,-78.61000061,0,"Forest, timberland, woodland",HIGH VIEW,1334, , ,DR,E6,12.11999989,2006,22903
493,3600189,110 BAYLY DR,110 BAYLY DR,2006/04/05 14:18:45+00,Undetermined, ,Natural vegetation fire, ,44.5, ,38.04000092,-78.5,0,"Outside or special property, other",BAYLY,110, , ,DR,E1,5.25,2006,22903
494,2601592,115 WILD FLOWER DR,115 WILD FLOWER DR,2006/04/06 16:46:01+00, , ,Natural vegetation fire, ,20.79999924, ,38.00999832,-78.48999786,0,1 or 2 family dwelling,WILD FLOWER,115, , ,DR,E1,9.61999989,2006,22902
495,2601600,900 5TH ST SW,900 5TH ST SW,2006/04/07 01:42:05+00,Undetermined, ,Natural vegetation fire,Undetermined,23.29999924, ,38.02000046,-78.48999786,0,Vacant lot,5TH,900,SW, ,ST,E7,2.88000011,2006,22902
496,2601609,1500 VINE ST,1500 VINE ST,2006/04/07 17:20:18+00,Undetermined, ,"Cultivated vegetation, crop fire", ,10.89999962, ,38.04000092,-78.5,0,Street or road in commercial area,VINE,1500, , ,ST,E5,5.67000008,2006,22903
497,2601611, , ,2006/04/07 19:59:40+00,Undetermined, ,Special outside fire, ,13.69999981, ,38.00999832,-78.48999786,0,Graded and cared-for plots of land, , , , , ,E7,3.9000001,2006,22902
498,3600196,1215 LEE ST,1215 LEE ST,2006/04/07 20:02:07+00,Undetermined, ,Natural vegetation fire, ,11.60000038, ,38.02999878,-78.5,10,Graded and cared-for plots of land,LEE,1215, , ,ST,LAD01,5.01999998,2006,22902
499,2601612,1608 GREEN ST,1608 GREEN ST,2006/04/07 20:20:33+00,Unintentional,"Exterior stairway, ramp, or fire escape",Structure Fire,Cigarette,42.5,"Exterior trim, including doors",38.02000046,-78.48000336,5000,1 or 2 family dwelling,GREEN,1608, , ,ST,E5,4.5,2006,22903
500,3600197, , ,2006/04/07 21:07:29+00,Undetermined, ,Special outside fire, ,9.89999962, ,38.00999832,-78.48999786,0,Graded and cared-for plots of land, , , , , ,BC2,1.66999996,2006,22908
501,3600198,1340 JEFFERSON PARK,1340 JEFFERSON PARK AVE,2006/04/07 21:43:03+00,Undetermined, ,Special outside fire, ,10.19999981, ,38.02999878,-78.5,0,Graded and cared-for plots of land,JEFFERSON PARK,1340, , ,AVE,E7,4.61999989,2006,22908
502,3600200, , ,2006/04/08 00:00:00+00, , ,Natural vegetation fire, ,32, ,38.00999832,-78.48999786,0, , , , , , ,E6,1,2006,22903
503,2601662,2101 ARLINGTON BLVD,2101 ARLINGTON BLVD,2006/04/11 03:03:34+00,Intentional,"Bathroom, checkroom, lavatory, locker room",Structure Fire,Cigarette lighter,97,"Linen; other than bedding",38.04999924,-78.51000214,100,"Reformatory, juvenile detention center",ARLINGTON,2101, , ,BLVD,E6,5.67000008,2006,22901
504,3600205,148 AMPHITHEATER WAY,148 AMPHITHEATER WAY,2006/04/11 16:34:13+00,Smoking, ,Natural vegetation fire, ,13.60000038, ,38.02999878,-78.51000214,0,Open land or field,AMPHITHEATER,148, , ,WAY,E6,5.82000017,2006,22908
505,2601708, , ,2006/04/13 22:08:37+00,Unintentional,"Engine area, running gear, wheel area",Mobile property (vehicle) fire,"Spark, ember, or flame from operating equipment",27,"Electrical wire, cable insulation",38.00999832,-78.48999786,4000, , , , , , ,E7,4.75,2006,22902
506,2601812,2055 ABBEY RD,2055 ABBEY RD,2006/04/19 19:24:21+00, , ,Natural vegetation fire, ,15.60000038, ,38.02999878,-78.44000244,0, ,ABBEY,2055, , ,RD,E1,6.67000008,2006,22901
507,2601898, , ,2006/04/25 16:09:10+00,Undetermined, ,"Cultivated vegetation, crop fire", ,23, ,38.00999832,-78.48999786,0,Multifamily dwelling, , , , , ,E7,3.20000005,2006,22902
508,2601922, , ,2006/04/26 19:34:57+00,Smoking, ,Natural vegetation fire,Cigarette,20.29999924, ,38.00999832,-78.48999786,0,"Street, other", , , , , ,E7,4.67000008,2006,22902
509,2601923,712 MADISON AVE,712 MADISON AVE,2006/04/26 21:33:21+00,Undetermined, ,Natural vegetation fire, ,9.19999981, ,38.04000092,-78.5,0,"Parking garage, general vehicle",MADISON,712, , ,AVE,E2,4.5,2006,22903
510,2601940,2005 ABBEY RD,2005 ABBEY RD,2006/04/27 19:02:04+00, , ,Natural vegetation fire, ,34.29999924, ,38.02999878,-78.44999695,0,Vehicle parking area,ABBEY,2005, , ,RD,E2,5.25,2006,22903
511,2601961,2112 JEFFERSON PARK,2112 JEFFERSON PARK AVE,2006/04/29 00:14:04+00,Undetermined, ,Natural vegetation fire,Undetermined,63.40000153, ,38.02999878,-78.51000214,0, ,JEFFERSON PARK,2112, , ,AVE,E6,4.67000008,2006,22901
512,2601980,1341 LONG ST,1341 LONG ST,2006/04/30 10:37:14+00,Cause undetermined after investigation,"Outside area, other",Natural vegetation fire,Undetermined,11.39999962,"Organic materials, other",38.04000092,-78.45999908,2,"Food and beverage sales, grocery store",LONG,1341, , ,ST,E1,3.25,2006,22903
513,2601986,1300 KENWOOD LN,1300 KENWOOD LN,2006/04/30 22:40:04+00,Other cause, ,Natural vegetation fire,Hot ember or ash,48.79999924, ,38.06000137,-78.47000122,0, ,KENWOOD,1300, , ,LN,E2,5.03000021,2006,22901
514,2602021,100 2ND ST SW,100 2ND ST SW,2006/05/02 23:16:32+00,Undetermined, ,Natural vegetation fire, ,16.39999962, ,38.02999878,-78.48000336,0,Graded and cared-for plots of land,2ND,100,SW, ,ST,E5,4.69999981,2006,22902
515,2602062,990 5TH ST SW,990 5TH ST SW,2006/05/05 03:35:35+00,Cause under investigation,Undetermined,Structure Fire,Undetermined,1056.19995117,Undetermined,38.02000046,-78.48999786,850000,"Church, mosque, synagogue, temple, chapel",5TH,990,SW, ,ST,BC5,3.4000001,2006,22902
516,2602077,1100 PARK ST,1100 PARK ST,2006/05/05 21:20:10+00,Failure of equipment or heat source,"Engine area, running gear, wheel area",Mobile property (vehicle) fire,"Heat from powered equipment, other",19.70000076,Undetermined,38.04000092,-78.47000122,100,Street or road in commercial area,PARK,1100, , ,ST,E2,3.67000008,2006,22903
517,2602098,167 CHANCELLOR ST,167 CHANCELLOR ST,2006/05/07 07:06:56+00,Incendiary, ,Natural vegetation fire, ,33.70000076, ,38.04000092,-78.5,0,Graded and cared-for plots of land,CHANCELLOR,167, , ,ST,E6,6.75,2006,22903
518,2602183, , ,2006/05/13 05:41:30+00,Undetermined, ,Natural vegetation fire,Undetermined,26.89999962, ,38.00999832,-78.48999786,0,Graded and cared-for plots of land, , , , , ,E6,6.86999989,2006,22902
519,2602301, , ,2006/05/21 14:14:21+00, , ,Natural vegetation fire, ,28.39999962, ,38.00999832,-78.48999786,0,Highway or divided highway, , , , , ,E1,2.97000003,2006,22902
520,2602333,617 BLENHEIM AVE,617 BLENHEIM AVE,2006/05/23 20:30:50+00,Undetermined, ,Natural vegetation fire, ,20.5, ,38.06999969,-78.48999786,0,Graded and cared-for plots of land,BLENHEIM,617, , ,AVE,E5,2.70000005,2006,22901
521,2602437, , ,2006/05/30 00:08:06+00,Smoking, ,Natural vegetation fire,Cigarette,10.30000019, ,38.00999832,-78.48999786,0, , , , , , ,E7,4.11999989,2006,22902
522,2602479,560 RAY C HUNT DR,560 RAY C HUNT DR,2006/06/01 12:46:05+00,Undetermined, ,Natural vegetation fire,Undetermined,8.69999981, ,38.00999832,-78.48999786,0,Graded and cared-for plots of land,RAY C HUNT,560, , ,DR,E6,7.17000008,2006,22902
523,2602486, , ,2006/06/01 19:58:52+00,Undetermined, ,Natural vegetation fire,Undetermined,7.9000001, ,38.00999832,-78.48999786,0,Street or road in commercial area, , , , , ,E5,3.93000007,2006,22902
