RecordID_Int,ParcelNumber,Description,CardNumber,cvgiscityvw_OpenData_Parcels_AdditionsArea,StreetName,StreetNumber,Unit
18930,230173000,Three Quarter Story,,1026,CHERRY AVE,1220,
18931,230173000,Basement,,1117,CHERRY AVE,1220,
18932,230173000,Finished Enclosed Porch,,98,CHERRY AVE,1220,
18933,230173000,Stoop,,40,CHERRY AVE,1220,
18934,230174000,First Floor,,754,CHERRY AVE,1214,
18935,230174000,Deck,,338,CHERRY AVE,1214,
18936,230174000,Finished Half-Story,,754,CHERRY AVE,1214,
18937,230174000,Open Porch,,18,CHERRY AVE,1214,
18938,230174100,First Floor,,1056,CHERRY AVE,1216,
18939,230174100,Second Floor,,1056,CHERRY AVE,1216,
18940,230174100,Open Porch,,55,CHERRY AVE,1216,
18941,230174200,First Floor,,1056,CHERRY AVE,1212,
18942,230174200,Second Floor,,1056,CHERRY AVE,1212,
18943,230174200,Open Porch,,55,CHERRY AVE,1212,
18944,230175000,First Floor,,720,CHERRY AVE,1210,
18945,230175000,Basement,,720,CHERRY AVE,1210,
18946,230175000,Concrete Patio,,280,CHERRY AVE,1210,
18947,230175000,Open Porch,,84,CHERRY AVE,1210,
18948,230175000,Stoop,,16,CHERRY AVE,1210,
18949,230176000,First Floor,,744,CHERRY AVE,1208,
18950,230176000,Basement,,744,CHERRY AVE,1208,
18951,230176000,Open Porch,,25,CHERRY AVE,1208,
18952,230176000,Glass Enclosed 1/Sty,,20,CHERRY AVE,1208,
18953,230177000,First Floor,,960,CHERRY AVE,1206,
18954,230177000,Basement,,960,CHERRY AVE,1206,
18955,230177000,Open Porch,,72,CHERRY AVE,1206,
18956,230177000,Slab,,60,CHERRY AVE,1206,
18957,230177000,Stoop,,39,CHERRY AVE,1206,
18958,230178000,First Floor,,840,CHERRY AVE,1204,
18959,230178000,Basement,,768,CHERRY AVE,1204,
18960,230178000,Canopy,,64,CHERRY AVE,1204,
18961,230178000,Stoop,,424,CHERRY AVE,1204,
18962,230179000,First Floor,,940,CHERRY AVE,1202,
18963,230179000,Finished Enclosed Porch,,28,CHERRY AVE,1202,
18964,230180000,First Floor,,720,CHERRY AVE,1200,
18965,230180000,Basement,,720,CHERRY AVE,1200,
18966,230180000,Stoop,,12,CHERRY AVE,1200,
18967,230181000,First Floor,,822,CHERRY AVE,1104,
18968,230181000,Deck,,170,CHERRY AVE,1104,
18969,230181000,Finished Attic,,822,CHERRY AVE,1104,
18970,230181000,Open Porch,,128,CHERRY AVE,1104,
18971,230182000,First Floor,,1248,CHERRY AVE,1102,
18972,230182000,Open Porch,,72,CHERRY AVE,1102,
18973,230182000,Slab,,168,CHERRY AVE,1102,
18974,230182000,Unfinished Utility Area,,65,CHERRY AVE,1102,
18975,230183000,First Floor,,2200,CHERRY AVE,1020,
18976,230183000,First Floor,,600,CHERRY AVE,1020,
18977,230184000,First Floor,,1040,CHERRY AVE,1018,
18978,230184000,Basement,,1040,CHERRY AVE,1018,
18979,230184000,Canopy,,12,CHERRY AVE,1018,
18980,230184000,Deck,,120,CHERRY AVE,1018,
18981,230184000,Open Porch,,168,CHERRY AVE,1018,
18982,230185000,First Floor,,1079,CHERRY AVE,1016,
18983,230185000,Basement,,959,CHERRY AVE,1016,
18984,230185000,Deck,,320,CHERRY AVE,1016,
18985,230185000,Finished Attic,,959,CHERRY AVE,1016,
18986,230185000,Open Porch,,95,CHERRY AVE,1016,
18987,230186000,First Floor,,648,CHERRY AVE,1014,
18988,230186000,Three Quarter Story,,648,CHERRY AVE,1014,
18989,230186000,Basement,,648,CHERRY AVE,1014,
18990,230186000,Open Porch,,78,CHERRY AVE,1014,
18991,230186000,Stoop,,35,CHERRY AVE,1014,
18992,230187000,First Floor,,968,CHERRY AVE,1010,
18993,230187000,Brick Patio,,154,CHERRY AVE,1010,
18994,230187000,Basement,,968,CHERRY AVE,1010,
18995,230187000,Canopy,,24,CHERRY AVE,1010,
18996,230187000,Open Porch,,98,CHERRY AVE,1010,
18997,230187000,Frame Enclosed 1/Sty,,70,CHERRY AVE,1010,
18998,230187000,Stoop,,24,CHERRY AVE,1010,
18999,230188000,First Floor,,968,CHERRY AVE,1008,
19000,230188000,Basement,,968,CHERRY AVE,1008,
19001,230188000,Canopy,,40,CHERRY AVE,1008,
19002,230188000,Concrete Patio,,110,CHERRY AVE,1008,
19003,230188000,Open Porch,,168,CHERRY AVE,1008,
19004,230188000,Stoop,,24,CHERRY AVE,1008,
19005,230189000,First Floor,,968,CHERRY AVE,1006,
19006,230189000,Basement,,968,CHERRY AVE,1006,
19007,230189000,Canopy,,24,CHERRY AVE,1006,
19008,230189000,Deck,,98,CHERRY AVE,1006,
19009,230189000,Open Porch,,98,CHERRY AVE,1006,
19010,230189000,Screened Porch,,70,CHERRY AVE,1006,
19011,230189000,Stoop,,24,CHERRY AVE,1006,
19012,230191000,First Floor,,1320,CHERRY AVE,1002,
19013,230191000,Second Floor,,425,CHERRY AVE,1002,
19014,230191000,Basement,,551,CHERRY AVE,1002,
19015,230191000,Deck,,289,CHERRY AVE,1002,
19016,230191000,Finished Half-Story,,551,CHERRY AVE,1002,
19017,230191000,Open Porch,,91,CHERRY AVE,1002,
19018,230191000,Stoop,,24,CHERRY AVE,1002,
19019,230192000,First Floor,,23730,CHERRY AVE,1000,
19020,230192000,Open Porch,,112,CHERRY AVE,1000,
19021,230192000,First Floor,,28516,CHERRY AVE,1000,
19022,230192000,First Floor,,14996,CHERRY AVE,1000,
19023,240001000,First Floor,,1142,FOREST HILLS AVE,1049,
19024,240001000,Basement,,962,FOREST HILLS AVE,1049,
19025,240001000,Screened Porch,,264,FOREST HILLS AVE,1049,
19026,240001000,Stoop,,52,FOREST HILLS AVE,1049,
19027,240002000,First Floor,,875,FOREST HILLS AVE,1047,
19028,240002000,Basement,,875,FOREST HILLS AVE,1047,
19029,240002000,Deck,,77,FOREST HILLS AVE,1047,
19030,240002000,Open Porch,,48,FOREST HILLS AVE,1047,
19031,240002000,Slab,,16,FOREST HILLS AVE,1047,
19032,240002000,Stone Patio,,120,FOREST HILLS AVE,1047,
19033,240002000,Stoop,,40,FOREST HILLS AVE,1047,
19034,240003000,First Floor,,1314,FOREST HILLS AVE,1029,
19035,240003000,Basement,,1314,FOREST HILLS AVE,1029,
19036,240003000,Canopy,,52,FOREST HILLS AVE,1029,
19037,240003000,Concrete Patio,,144,FOREST HILLS AVE,1029,
19038,240003000,Slab,,67,FOREST HILLS AVE,1029,
19039,240004000,First Floor,,1102,FOREST HILLS AVE,1027,
19040,240004000,Basement,,1186,FOREST HILLS AVE,1027,
19041,240004000,Deck,,240,FOREST HILLS AVE,1027,
19042,240004000,Finished Enclosed Porch,,84,FOREST HILLS AVE,1027,
19043,240004000,Open Porch,,84,FOREST HILLS AVE,1027,
19044,240004000,Patio,,192,FOREST HILLS AVE,1027,
19045,240005000,First Floor,,1340,FOREST HILLS AVE,1025,
19046,240005000,Open Porch,,80,FOREST HILLS AVE,1025,
19047,240005000,Slab,,80,FOREST HILLS AVE,1025,
19048,240006000,First Floor,,1000,FOREST HILLS AVE,1023,
19049,240006000,Basement,,490,FOREST HILLS AVE,1023,
19050,240006000,Deck,,176,FOREST HILLS AVE,1023,
19051,240006000,Finished Half-Story,,1000,FOREST HILLS AVE,1023,
19052,240006000,Open Porch,,114,FOREST HILLS AVE,1023,
19053,240007000,First Floor,,884,FOREST HILLS AVE,1019,
19054,240007000,Attached Shed,,54,FOREST HILLS AVE,1019,
19055,240007000,Frame Enclosed 1/Sty,,40,FOREST HILLS AVE,1019,
19056,240007000,Stoop,,60,FOREST HILLS AVE,1019,
19057,240008000,First Floor,,1306,FOREST HILLS AVE,1017,
19058,240008000,Finished Half-Story,,1306,FOREST HILLS AVE,1017,
19059,240008000,Open Porch,,114,FOREST HILLS AVE,1017,
19060,240008000,Screened Porch,,195,FOREST HILLS AVE,1017,
19061,240009000,First Floor,,925,FOREST HILLS AVE,1015,
19062,240009000,Basement,,925,FOREST HILLS AVE,1015,
19063,240009000,Open Porch,,28,FOREST HILLS AVE,1015,
19064,240009000,Glass Enclosed 1/Sty,,144,FOREST HILLS AVE,1015,
19065,240009000,Stone Patio,,96,FOREST HILLS AVE,1015,
19066,240010000,First Floor,,999,FOREST HILLS AVE,1011,
19067,240010000,Basement,,999,FOREST HILLS AVE,1011,
19068,240010000,Stoop,,64,FOREST HILLS AVE,1011,
19069,240011000,First Floor,,936,FOREST HILLS AVE,1009,
19070,240011000,Canopy,,20,FOREST HILLS AVE,1009,
19071,240011000,Stoop,,140,FOREST HILLS AVE,1009,
19072,240012000,First Floor,,884,FOREST HILLS AVE,1007,
19073,240012000,Basement,,884,FOREST HILLS AVE,1007,
19074,240012000,Stoop,,32,FOREST HILLS AVE,1007,
19075,240012000,Vaulted Ceiling,,442,FOREST HILLS AVE,1007,
19076,240013000,First Floor,,1000,FOREST HILLS AVE,1001,
19077,240013000,Second Floor,,1160,FOREST HILLS AVE,1001,
19078,240013000,Stoop,,80,FOREST HILLS AVE,1001,
19079,240014000,First Floor,,1120,FOREST RIDGE RD,1401,
19080,240014000,Basement,,1120,FOREST RIDGE RD,1401,
19081,240014000,Canopy,,25,FOREST RIDGE RD,1401,
19082,240014000,Concrete Patio,,120,FOREST RIDGE RD,1401,
19083,240014000,Stoop,,65,FOREST RIDGE RD,1401,
19084,240015000,First Floor,,1026,FOREST HILLS AVE,1102,
19085,240015000,Basement,,1026,FOREST HILLS AVE,1102,
19086,240015000,Canopy,,40,FOREST HILLS AVE,1102,
19087,240015000,Concrete Patio,,264,FOREST HILLS AVE,1102,
19088,240015000,Stone Patio,,24,FOREST HILLS AVE,1102,
19089,240016000,First Floor,,825,FOREST HILLS AVE,1104,
19090,240016000,Basement,,825,FOREST HILLS AVE,1104,
19091,240016000,Finished Half-Story,,825,FOREST HILLS AVE,1104,
19092,240016000,Stoop,,83,FOREST HILLS AVE,1104,
19093,240017000,First Floor,,768,FOREST HILLS AVE,1106,
19094,240017000,Basement,,768,FOREST HILLS AVE,1106,
19095,240017000,Concrete Patio,,208,FOREST HILLS AVE,1106,
19096,240017000,Finished One-Third,,768,FOREST HILLS AVE,1106,
19097,240017000,Stoop,,115,FOREST HILLS AVE,1106,
19098,240018000,First Floor,,825,FOREST HILLS AVE,1108,
19099,240018000,Basement,,825,FOREST HILLS AVE,1108,
19100,240018000,Canopy,,55,FOREST HILLS AVE,1108,
19101,240018000,Deck,,160,FOREST HILLS AVE,1108,
19102,240018000,Finished Half-Story,,825,FOREST HILLS AVE,1108,
19103,240018000,Stoop,,107,FOREST HILLS AVE,1108,
19104,240019000,First Floor,,960,FOREST HILLS AVE,1110,
19105,240019000,Second Floor,,960,FOREST HILLS AVE,1110,
19106,240019000,Open Porch,,64,FOREST HILLS AVE,1110,
19107,240020000,First Floor,,1174,FOREST HILLS AVE,1112,
19108,240020000,Second Floor,,1062,FOREST HILLS AVE,1112,
19109,240020000,Deck,,72,FOREST HILLS AVE,1112,
19110,240020000,Open Porch,,28,FOREST HILLS AVE,1112,
19111,240021000,First Floor,,825,FOREST HILLS AVE,1114,
19112,240021000,Basement,,825,FOREST HILLS AVE,1114,
19113,240021000,Concrete Patio,,114,FOREST HILLS AVE,1114,
19114,240021000,Deck,,114,FOREST HILLS AVE,1114,
19115,240021000,Finished Half-Story,,825,FOREST HILLS AVE,1114,
19116,240021000,Stoop,,32,FOREST HILLS AVE,1114,
19117,240022000,First Floor,,825,FOREST HILLS AVE,1116,
19118,240022000,Basement,,825,FOREST HILLS AVE,1116,
19119,240022000,Canopy,,24,FOREST HILLS AVE,1116,
19120,240022000,Deck,,456,FOREST HILLS AVE,1116,
19121,240022000,Finished Half-Story,,825,FOREST HILLS AVE,1116,
19122,240022000,Stoop,,24,FOREST HILLS AVE,1116,
19123,240023000,First Floor,,825,FOREST HILLS AVE,1118,
19124,240023000,Second Floor,,825,FOREST HILLS AVE,1118,
19125,240023000,Deck,,378,FOREST HILLS AVE,1118,
19126,240023000,Stoop,,94,FOREST HILLS AVE,1118,
19127,240024000,First Floor,,962,FOREST HILLS AVE,1120,
19128,240024000,Basement,,962,FOREST HILLS AVE,1120,
19129,240024000,Deck,,340,FOREST HILLS AVE,1120,
19130,240024000,Stoop,,72,FOREST HILLS AVE,1120,
19131,240025000,First Floor,,962,FOREST HILLS AVE,1122,
19132,240025000,Basement,,962,FOREST HILLS AVE,1122,
19133,240025000,Concrete Patio,,154,FOREST HILLS AVE,1122,
19134,240025000,Deck,,60,FOREST HILLS AVE,1122,
19135,240025000,Stoop,,45,FOREST HILLS AVE,1122,
19136,240026000,First Floor,,1075,LAUREL CIR,110,
19137,240026000,Basement,,1075,LAUREL CIR,110,
19138,240026000,Deck,,190,LAUREL CIR,110,
19139,240026000,Stoop,,72,LAUREL CIR,110,
19140,240027000,First Floor,,1129,LAUREL CIR,112,
19141,240027000,Brick Patio,,72,LAUREL CIR,112,
19142,240027000,Basement,,1075,LAUREL CIR,112,
19143,240027000,Deck,,144,LAUREL CIR,112,
19144,240027000,Stoop,,44,LAUREL CIR,112,
19145,240028000,First Floor,,1075,LAUREL CIR,114,
19146,240028000,Basement,,1075,LAUREL CIR,114,
19147,240028000,Concrete Patio,,256,LAUREL CIR,114,
19148,240028000,Stoop,,204,LAUREL CIR,114,
19149,240029000,First Floor,,1075,LAUREL CIR,116,
19150,240029000,Basement,,1075,LAUREL CIR,116,
19151,240029000,Concrete Patio,,200,LAUREL CIR,116,
19152,240029000,Stoop,,131,LAUREL CIR,116,
19153,240030000,First Floor,,925,ROCK CREEK RD,607,
19154,240030000,Basement,,925,ROCK CREEK RD,607,
19155,240030000,Colonial Porch,,125,ROCK CREEK RD,607,
19156,240030000,Concrete Patio,,258,ROCK CREEK RD,607,
19157,240030000,Stoop,,28,ROCK CREEK RD,607,
19158,240031000,First Floor,,1144,ROCK CREEK RD,605,
19159,240031000,Concrete Patio,,300,ROCK CREEK RD,605,
19160,240031000,Stoop,,68,ROCK CREEK RD,605,
19161,240032000,First Floor,,1118,LAUREL CIR,108,
19162,240032000,Basement,,1118,LAUREL CIR,108,
19163,240032000,Deck,,228,LAUREL CIR,108,
19164,240032000,Open Porch,,95,LAUREL CIR,108,
19165,240032000,Stoop,,30,LAUREL CIR,108,
19166,240033000,First Floor,,1008,LAUREL CIR,106,
19167,240033000,Basement,,1008,LAUREL CIR,106,
19168,240033000,Concrete Patio,,180,LAUREL CIR,106,
19169,240033000,Deck,,255,LAUREL CIR,106,
19170,240033000,Stoop,,76,LAUREL CIR,106,
19171,240034000,First Floor,,1008,LAUREL CIR,104,
19172,240034000,Basement,,1008,LAUREL CIR,104,
19173,240034000,Deck,,367,LAUREL CIR,104,
19174,240034000,Slab,,16,LAUREL CIR,104,
19175,240034000,Stoop,,61,LAUREL CIR,104,
19176,240035000,First Floor,,1247,LAUREL CIR,102,
19177,240035000,Basement,,672,LAUREL CIR,102,
19178,240035000,Deck,,396,LAUREL CIR,102,
19179,240035000,Stoop,,135,LAUREL CIR,102,
19180,240036000,First Floor,,1107,LAUREL CIR,100,
19181,240036000,Basement,,594,LAUREL CIR,100,
19182,240036000,Carport,,486,LAUREL CIR,100,
19183,240036000,Slab,,40,LAUREL CIR,100,
19184,240036000,Stone Patio,,396,LAUREL CIR,100,
19185,240036000,Stoop,,14,LAUREL CIR,100,
19186,240037000,First Floor,,1121,ROCK CREEK RD,611,
19187,240037000,Basement,,621,ROCK CREEK RD,611,
19188,240037000,Carport,,300,ROCK CREEK RD,611,
19189,240037000,Open Porch,,80,ROCK CREEK RD,611,
19190,240037000,Stoop,,12,ROCK CREEK RD,611,
19191,240038000,First Floor,,925,ROCK CREEK RD,613,
19192,240038000,Basement,,925,ROCK CREEK RD,613,
19193,240038000,Concrete Patio,,518,ROCK CREEK RD,613,
19194,240038000,Finished Enclosed Porch,,120,ROCK CREEK RD,613,
19195,240038000,Stoop,,16,ROCK CREEK RD,613,
19196,240039000,First Floor,,925,ROCK CREEK RD,615,
19197,240039000,Basement,,925,ROCK CREEK RD,615,
19198,240039000,Open Porch,,72,ROCK CREEK RD,615,
19199,240039000,Slab,,20,ROCK CREEK RD,615,
19200,240040000,First Floor,,850,ROCK CREEK RD,617,
19201,240040000,Basement,,800,ROCK CREEK RD,617,
19202,240040000,Deck,,135,ROCK CREEK RD,617,
19203,240040000,Finished Half-Story,,800,ROCK CREEK RD,617,
19204,240040000,Open Porch,,24,ROCK CREEK RD,617,
19205,240040000,Stoop,,6,ROCK CREEK RD,617,
19206,240041000,First Floor,,875,BRIARCLIFF AVE,1433,
19207,240041000,Basement,,875,BRIARCLIFF AVE,1433,
19208,240041000,Deck,,341,BRIARCLIFF AVE,1433,
19209,240041000,Finished Half-Story,,875,BRIARCLIFF AVE,1433,
19210,240041000,Stoop,,20,BRIARCLIFF AVE,1433,
19211,240042000,First Floor,,1212,BRIARCLIFF AVE,1431,
19212,240042000,Basement,,1212,BRIARCLIFF AVE,1431,
19213,240042000,Canopy,,208,BRIARCLIFF AVE,1431,
19214,240042000,Deck,,416,BRIARCLIFF AVE,1431,
19215,240042000,Open Porch,,96,BRIARCLIFF AVE,1431,
19216,240042000,Stone Patio,,208,BRIARCLIFF AVE,1431,
19217,240042000,Storage,,96,BRIARCLIFF AVE,1431,
19218,240043000,First Floor,,999,BRIARCLIFF AVE,1429,
19219,240043000,Basement,,999,BRIARCLIFF AVE,1429,
19220,240043000,Deck,,200,BRIARCLIFF AVE,1429,
19221,240043000,Stoop,,84,BRIARCLIFF AVE,1429,
19222,240044000,First Floor,,825,BRIARCLIFF AVE,1427,
19223,240044000,Finished Half-Story,,825,BRIARCLIFF AVE,1427,
19224,240044000,Screened Porch,,187,BRIARCLIFF AVE,1427,
19225,240044000,Stoop,,52,BRIARCLIFF AVE,1427,
19226,240045000,First Floor,,825,BRIARCLIFF AVE,1425,
19227,240045000,Basement,,825,BRIARCLIFF AVE,1425,
19228,240045000,Deck,,176,BRIARCLIFF AVE,1425,
19229,240045000,Finished Half-Story,,825,BRIARCLIFF AVE,1425,
19230,240045000,Stoop,,152,BRIARCLIFF AVE,1425,
19231,240046000,First Floor,,1155,BRIARCLIFF AVE,1423,
19232,240046000,Basement,,1155,BRIARCLIFF AVE,1423,
19233,240046000,Deck,,168,BRIARCLIFF AVE,1423,
19234,240046000,Finished Half-Story,,825,BRIARCLIFF AVE,1423,
19235,240046000,Stoop,,24,BRIARCLIFF AVE,1423,
19236,240047000,First Floor,,999,BRIARCLIFF AVE,1421,
19237,240047000,Basement,,999,BRIARCLIFF AVE,1421,
19238,240047000,Concrete Patio,,80,BRIARCLIFF AVE,1421,
19239,240047000,Stoop,,92,BRIARCLIFF AVE,1421,
19240,240048000,First Floor,,885,BRIARCLIFF AVE,1419,
19241,240048000,Basement,,825,BRIARCLIFF AVE,1419,
19242,240048000,Finished Half-Story,,825,BRIARCLIFF AVE,1419,
19243,240048000,Stoop,,24,BRIARCLIFF AVE,1419,
19244,240049000,First Floor,,996,BRIARCLIFF AVE,1417,
19245,240049000,Basement,,996,BRIARCLIFF AVE,1417,
19246,240049000,Stoop,,236,BRIARCLIFF AVE,1417,
19247,240050000,First Floor,,999,BRIARCLIFF AVE,1415,
19248,240050000,Basement,,999,BRIARCLIFF AVE,1415,
19249,240050000,Deck,,80,BRIARCLIFF AVE,1415,
19250,240050000,Stoop,,81,BRIARCLIFF AVE,1415,
19251,240051000,First Floor,,999,BRIARCLIFF AVE,1413,
19252,240051000,Concrete Patio,,370,BRIARCLIFF AVE,1413,
19253,240051000,Screened Porch,,120,BRIARCLIFF AVE,1413,
19254,240051000,Stoop,,98,BRIARCLIFF AVE,1413,
19255,240052000,First Floor,,1601,FOREST RIDGE RD,1409,
19256,240052000,Basement,,1320,FOREST RIDGE RD,1409,
19257,240052000,Canopy,,30,FOREST RIDGE RD,1409,
19258,240052000,Concrete Patio,,80,FOREST RIDGE RD,1409,
19259,240052000,Stone Patio,,63,FOREST RIDGE RD,1409,
19260,240052000,Stoop,,30,FOREST RIDGE RD,1409,
19261,240053000,First Floor,,864,FOREST RIDGE RD,1407,
19262,240053000,Three Quarter Story,,768,FOREST RIDGE RD,1407,
19263,240053000,Basement,,768,FOREST RIDGE RD,1407,
19264,240053000,Canopy,,18,FOREST RIDGE RD,1407,
19265,240053000,Open Porch,,24,FOREST RIDGE RD,1407,
19266,240053000,Stoop,,18,FOREST RIDGE RD,1407,
19267,240054000,First Floor,,999,FOREST RIDGE RD,1405,
19268,240054000,Basement,,999,FOREST RIDGE RD,1405,
19269,240054000,Deck,,225,FOREST RIDGE RD,1405,
19270,240054000,Stoop,,102,FOREST RIDGE RD,1405,
19271,240055000,First Floor,,999,FOREST RIDGE RD,1403,
19272,240055000,Basement,,999,FOREST RIDGE RD,1403,
19273,240055000,Slab,,60,FOREST RIDGE RD,1403,
19274,240055000,Stone Patio,,210,FOREST RIDGE RD,1403,
19275,240055000,Stoop,,70,FOREST RIDGE RD,1403,
19276,240056000,First Floor,,1108,BRIARCLIFF AVE,1412,
19277,240056000,Brick Enclosed 1/Sty,,48,BRIARCLIFF AVE,1412,
19278,240056000,Screened Porch,,121,BRIARCLIFF AVE,1412,
19279,240056000,Slab,,90,BRIARCLIFF AVE,1412,
19280,240056000,Stone Patio,,60,BRIARCLIFF AVE,1412,
19281,240057000,First Floor,,1026,BRIARCLIFF AVE,1414,
19282,240057000,Basement,,1026,BRIARCLIFF AVE,1414,
19283,240057000,Slab,,189,BRIARCLIFF AVE,1414,
19284,240057000,Stoop,,149,BRIARCLIFF AVE,1414,
19285,240058000,First Floor,,840,BRIARCLIFF AVE,1416,
19286,240058000,Canopy,,20,BRIARCLIFF AVE,1416,
19287,240058000,Open Porch,,84,BRIARCLIFF AVE,1416,
19288,240058000,Slab,,66,BRIARCLIFF AVE,1416,
19289,240058000,Stoop,,20,BRIARCLIFF AVE,1416,
19290,240059000,First Floor,,1225,BRIARCLIFF AVE,1418,
19291,240059000,Basement,,950,BRIARCLIFF AVE,1418,
19292,240059000,Stoop,,168,BRIARCLIFF AVE,1418,
19293,240060000,First Floor,,1406,BRIARCLIFF AVE,1424,
19294,240060000,Basement,,1406,BRIARCLIFF AVE,1424,
19295,240060000,Canopy,,50,BRIARCLIFF AVE,1424,
19296,240060000,Open Porch,,60,BRIARCLIFF AVE,1424,
19297,240060000,Stoop,,50,BRIARCLIFF AVE,1424,
19298,240061000,First Floor,,1319,BRIARCLIFF AVE,1426,
19299,240061000,Basement,,999,BRIARCLIFF AVE,1426,
19300,240061000,Open Porch,,84,BRIARCLIFF AVE,1426,
19301,240061000,Screened Porch,,144,BRIARCLIFF AVE,1426,
19302,240061000,Slab,,20,BRIARCLIFF AVE,1426,
19303,240062000,First Floor,,1143,BRIARCLIFF AVE,1428,
19304,240062000,Basement,,999,BRIARCLIFF AVE,1428,
19305,240062000,Stoop,,114,BRIARCLIFF AVE,1428,
19306,240063000,First Floor,,1376,BRIARCLIFF AVE,1430,
19307,240063000,Basement,,1106,BRIARCLIFF AVE,1430,
19308,240063000,Open Porch,,72,BRIARCLIFF AVE,1430,
19309,240064000,First Floor,,999,BRIARCLIFF AVE,1432,
19310,240064000,Basement,,999,BRIARCLIFF AVE,1432,
19311,240064000,Glass Enclosed 1/Sty,,130,BRIARCLIFF AVE,1432,
19312,240064000,Stoop,,84,BRIARCLIFF AVE,1432,
19313,240065000,First Floor,,825,ROCK CREEK RD,701,
19314,240065000,Basement,,825,ROCK CREEK RD,701,
19315,240065000,Concrete Patio,,240,ROCK CREEK RD,701,
19316,240065000,Stoop,,40,ROCK CREEK RD,701,
19317,240065000,Unfinished Attic,,825,ROCK CREEK RD,701,
19318,240066000,First Floor,,1008,ROCK CREEK RD,703,
19319,240066000,Basement,,1008,ROCK CREEK RD,703,
19320,240066000,Concrete Patio,,60,ROCK CREEK RD,703,
19321,240066000,Stoop,,90,ROCK CREEK RD,703,
19322,240067000,First Floor,,1000,ROCK CREEK RD,705,
19323,240067000,Basement,,1000,ROCK CREEK RD,705,
19324,240067000,Deck,,264,ROCK CREEK RD,705,
19325,240067000,Stoop,,24,ROCK CREEK RD,705,
19326,240067000,First Floor,,504,ROCK CREEK RD,705,
19327,240068000,First Floor,,1092,ROCK CREEK RD,707,
19328,240068000,Basement,,1092,ROCK CREEK RD,707,
19329,240068000,Deck,,100,ROCK CREEK RD,707,
19330,240068000,Stoop,,80,ROCK CREEK RD,707,
19331,240069000,First Floor,,1036,ROCK CREEK RD,709,
19332,240069000,Basement,,1036,ROCK CREEK RD,709,
19333,240069000,Slab,,68,ROCK CREEK RD,709,
19334,240069000,Stoop,,56,ROCK CREEK RD,709,
19335,240070000,First Floor,,1106,ROCK CREEK RD,711,
19336,240070000,Stoop,,84,ROCK CREEK RD,711,
19337,240071000,First Floor,,1040,ROCK CREEK RD,713,
19338,240071000,Basement,,1040,ROCK CREEK RD,713,
19339,240071000,Stoop,,150,ROCK CREEK RD,713,
19340,240072000,First Floor,,1040,FOREST RIDGE RD,1431,
19341,240072000,Basement,,1040,FOREST RIDGE RD,1431,
19342,240072000,Slab,,24,FOREST RIDGE RD,1431,
19343,240072000,Stoop,,72,FOREST RIDGE RD,1431,
19344,240073000,First Floor,,1046,FOREST RIDGE RD,1429,
19345,240073000,Basement,,575,FOREST RIDGE RD,1429,
19346,240073000,Stoop,,72,FOREST RIDGE RD,1429,
19347,240074000,First Floor,,1496,FOREST RIDGE RD,1425,
19348,240074000,Basement,,1496,FOREST RIDGE RD,1425,
19349,240074000,Concrete Patio,,140,FOREST RIDGE RD,1425,
19350,240074000,Deck,,140,FOREST RIDGE RD,1425,
19351,240074000,Stoop,,55,FOREST RIDGE RD,1425,
19352,240075000,First Floor,,1288,FOREST RIDGE RD,1423,
19353,240075000,Basement,,1288,FOREST RIDGE RD,1423,
19354,240075000,Deck,,250,FOREST RIDGE RD,1423,
19355,240075000,Stoop,,88,FOREST RIDGE RD,1423,
19356,240076000,First Floor,,1684,FOREST RIDGE RD,1421,
19357,240076000,Basement,,1620,FOREST RIDGE RD,1421,
19358,240076000,Open Porch,,90,FOREST RIDGE RD,1421,
19359,240077000,First Floor,,1025,FOREST RIDGE RD,1419,
19360,240077000,Second Floor,,621,FOREST RIDGE RD,1419,
19361,240077000,Concrete Patio,,295,FOREST RIDGE RD,1419,
19362,240077000,Screened Porch,,240,FOREST RIDGE RD,1419,
19363,240077000,Stone Patio,,24,FOREST RIDGE RD,1419,
19364,240077000,Stoop,,20,FOREST RIDGE RD,1419,
19365,240078000,First Floor,,1014,FOREST RIDGE RD,1417,
19366,240078000,Basement,,1014,FOREST RIDGE RD,1417,
19367,240078000,Canopy,,32,FOREST RIDGE RD,1417,
19368,240078000,Deck,,136,FOREST RIDGE RD,1417,
19369,240078000,Slab,,65,FOREST RIDGE RD,1417,
19370,240078000,Stoop,,35,FOREST RIDGE RD,1417,
19371,240079000,First Floor,,1000,FOREST RIDGE RD,1415,
19372,240079000,Second Floor,,616,FOREST RIDGE RD,1415,
19373,240079000,Patio,,77,FOREST RIDGE RD,1415,
19374,240079000,Slab,,88,FOREST RIDGE RD,1415,
19375,240079000,Stoop,,48,FOREST RIDGE RD,1415,
19376,240080000,First Floor,,1025,FOREST RIDGE RD,1413,
19377,240080000,Second Floor,,621,FOREST RIDGE RD,1413,
19378,240080000,Finished Enclosed Porch,,170,FOREST RIDGE RD,1413,
19379,240080000,Slab,,44,FOREST RIDGE RD,1413,
19380,240080000,Stoop,,16,FOREST RIDGE RD,1413,
19381,240081000,First Floor,,1040,OLINDA DR,120,
19382,240081000,Basement,,1028,OLINDA DR,120,
19383,240081000,Concrete Patio,,288,OLINDA DR,120,
19384,240081000,Deck,,50,OLINDA DR,120,
